aed,aud,bnd,cad,chf,cny,egp,eur,gbp,hkd,idr,inr,jpy,khr,krw,mmk,npr,nzd,php,pkr,sar,sgd,thb,twd,usd,vnd,xdr,date,indicator
1.114166,2.9595,3.0255,3.1249,4.1056,0.6068,0.2316,4.6851,5.352,0.521693,0.000293,0.05709,0.037335,0.001028,0.003649,0.002719,0.035682,2.821,0.078176,0.029335,1.091159,3.0255,0.130584,0.132766,4.0925,0.000176,5.7232,2019-02-01,start
1.105455,2.8703,3.0068,3.0325,4.0397,0.6057,0.2324,4.5824,5.3029,0.517409,0.000286,0.057352,0.036359,0.001011,0.003587,0.00264,0.035891,2.7649,0.07686,0.02893,1.082699,3.0068,0.127786,0.131757,4.0605,0.000175,5.6605,2019-03-01,low
1.114166,2.9037,3.0198,3.0945,4.0995,0.6095,0.2358,4.6387,5.4283,0.521348,0.000289,0.059547,0.037067,0.001033,0.003624,0.002715,0.037217,2.811,0.078648,0.029271,1.091261,3.0195,0.129246,0.132514,4.0925,0.000176,5.694,2019-03-01,high
1.108858,2.8892,3.0111,3.0945,4.0795,0.6081,0.2326,4.6308,5.3998,0.518887,0.000288,0.057482,0.036475,0.001019,0.003619,0.002715,0.035927,2.7741,0.078648,0.029128,1.086032,3.0113,0.128913,0.13215,4.073,0.000176,5.694,2019-03-01,start
1.1105,2.8884,3.0125,3.0536,4.077,0.6078,0.2347,4.6124,5.3774,0.5197,0.0003,0.0587,0.0367,0.001,0.0036,0.0027,0.0367,2.7863,0.0777,0.0291,1.0877,3.0125,0.1286,0.1322,4.079,0.0002,5.6782,2019-03-01,avg
1.111036,2.8918,3.0098,3.0382,4.0982,0.6069,0.2355,4.5824,5.3316,0.519883,0.000287,0.059034,0.036855,0.001021,0.003592,0.002688,0.036895,2.7686,0.077475,0.029031,1.088165,3.0098,0.128253,0.132311,4.081,0.000176,5.6648,2019-03-01,end
1.12,2.9258,3.034,3.0758,4.0841,0.6126,0.2383,4.6233,5.3625,0.5244,0.0003,0.0592,0.0369,0.001,0.0036,0.0027,0.037,2.7646,0.0791,0.0291,1.097,3.034,0.1291,0.1333,4.114,0.0002,5.7078,2019-04-01,avg
1.125873,2.9133,3.0362,3.0721,4.0576,0.6138,0.2408,4.6264,5.352,0.527131,0.000291,0.059252,0.037066,0.001019,0.003554,0.002719,0.037033,2.7573,0.079529,0.029201,1.102741,3.0362,0.129497,0.133727,4.1355,0.000178,5.7169,2019-04-01,end
1.128459,2.9783,3.0624,3.1035,4.1149,0.6191,0.2414,4.6836,5.4106,0.528312,0.000295,0.059662,0.037073,0.001027,0.003646,0.002739,0.037289,2.7871,0.080205,0.02926,1.105289,3.0624,0.130305,0.134412,4.145,0.000179,5.7633,2019-04-01,high
1.109674,2.895,3.0113,3.0538,4.0479,0.6076,0.2352,4.5745,5.3131,0.519259,0.000286,0.058812,0.036543,0.001015,0.003554,0.002696,0.036758,2.729,0.077609,0.0288,1.086832,3.0113,0.128003,0.132323,4.076,0.000176,5.6555,2019-04-01,low
1.109674,2.9011,3.0113,3.0538,4.0911,0.6078,0.2352,4.5782,5.3131,0.519259,0.000286,0.058915,0.036693,0.00102,0.0036,0.002696,0.036837,2.7815,0.077609,0.028949,1.086832,3.0113,0.12858,0.132323,4.076,0.000176,5.6585,2019-04-01,start
1.1355,2.897,3.0438,3.0982,4.1264,0.6086,0.2451,4.667,5.3654,0.5314,0.0003,0.0598,0.0379,0.001,0.0035,0.0027,0.0374,2.737,0.0798,0.0287,1.1122,3.0438,0.1312,0.1336,4.1709,0.0002,5.7647,2019-05-01,avg
1.142616,2.9016,3.044,3.1015,4.1745,0.6075,0.2501,4.6719,5.293,0.534875,0.000292,0.060174,0.038439,0.001041,0.003528,0.002767,0.037609,2.7318,0.08031,0.028522,1.11917,3.044,0.132091,0.132781,4.197,0.000179,5.7796,2019-05-01,end
1.142616,2.9102,3.0506,3.1195,4.1763,0.615,0.2501,4.695,5.4441,0.534875,0.000292,0.06044,0.038439,0.001042,0.003552,0.002767,0.037775,2.7467,0.080431,0.029458,1.11917,3.0506,0.132481,0.134235,4.197,0.000179,5.7889,2019-05-01,high
1.126145,2.8732,3.0367,3.0753,4.0613,0.6043,0.2409,4.6275,5.293,0.527262,0.000289,0.05922,0.03708,0.001019,0.003496,0.00271,0.037007,2.7213,0.079421,0.027518,1.102964,3.0368,0.12928,0.132759,4.1365,0.000177,5.7377,2019-05-01,low
1.126145,2.9061,3.0402,3.0782,4.0652,0.6142,0.2409,4.6354,5.4002,0.527262,0.00029,0.059464,0.03708,0.001025,0.003552,0.002723,0.037165,2.7452,0.079778,0.029202,1.102964,3.0402,0.129427,0.133837,4.1365,0.000178,5.7393,2019-05-01,start
1.138124,2.9075,3.0501,3.0975,4.1893,0.6057,0.2494,4.6761,5.2896,0.533251,0.000293,0.060197,0.03866,0.001028,0.003541,0.002741,0.037625,2.7391,0.080402,0.028371,1.11477,3.0501,0.13196,0.132843,4.1805,0.000179,5.7591,2019-06-01,start
1.127643,2.8583,3.0452,3.0975,4.1738,0.6005,0.2478,4.6748,5.2363,0.53037,0.000291,0.059541,0.038331,0.001015,0.00351,0.002724,0.037211,2.7142,0.079883,0.025336,1.104489,3.0452,0.13196,0.132212,4.142,0.000178,5.7407,2019-06-01,low
1.138396,2.9135,3.0631,3.1628,4.2686,0.6057,0.2495,4.7263,5.2958,0.533794,0.000294,0.060463,0.038751,0.001037,0.003587,0.002756,0.037792,2.7747,0.080867,0.028444,1.114873,3.0631,0.135144,0.133968,4.1815,0.000179,5.7786,2019-06-01,high
1.133,2.8874,3.054,3.1321,4.21,0.6031,0.2487,4.7007,5.274,0.5319,0.0003,0.0599,0.0385,0.001,0.0035,0.0027,0.0375,2.743,0.0804,0.027,1.1097,3.054,0.1337,0.133,4.1617,0.0002,5.7635,2019-06-01,avg
1.127643,2.9029,3.0604,3.1628,4.2439,0.6026,0.2481,4.7076,5.2489,0.530397,0.000293,0.060073,0.038485,0.001024,0.003579,0.002734,0.037547,2.7747,0.080867,0.025336,1.104489,3.0604,0.134634,0.133643,4.142,0.000178,5.7579,2019-06-01,end
1.1229,2.8834,3.0322,3.1505,4.1782,0.5998,0.2482,4.6316,5.1551,0.5281,0.0003,0.0599,0.0381,0.001,0.0035,0.0027,0.0375,2.7583,0.0807,0.0259,1.0997,3.0322,0.1339,0.1327,4.1244,0.0002,5.7017,2019-07-01,avg
1.123695,2.8447,3.014,3.1408,4.165,0.5998,0.2492,4.604,5.0162,0.527425,0.000295,0.05991,0.038015,0.00102,0.003495,0.002739,0.037444,2.7225,0.081202,0.025699,1.100417,3.0141,0.134097,0.132809,4.1275,0.000178,5.6774,2019-07-01,end
1.128051,2.9066,3.0551,3.1685,4.2101,0.6044,0.2499,4.6928,5.2491,0.531463,0.000295,0.060443,0.038472,0.001021,0.003575,0.00276,0.03778,2.789,0.081202,0.026482,1.10486,3.0551,0.135488,0.133587,4.1435,0.000178,5.7495,2019-07-01,high
1.117978,2.8447,3.0035,3.129,4.1495,0.5972,0.247,4.5851,5.0162,0.524518,0.000292,0.059614,0.037929,0.001003,0.003477,0.002722,0.037261,2.7225,0.080336,0.025582,1.094935,3.0036,0.132939,0.132297,4.1065,0.000177,5.6742,2019-07-01,low
1.125328,2.8945,3.0551,3.1559,4.2101,0.6044,0.2475,4.6928,5.2491,0.529288,0.000293,0.060002,0.038179,0.001021,0.003575,0.002732,0.037504,2.7723,0.080922,0.026311,1.102223,3.0551,0.135236,0.133507,4.1335,0.000178,5.7464,2019-07-01,start
1.1402,2.8356,3.0242,3.1555,4.2745,0.593,0.2527,4.6583,5.0895,0.5342,0.0003,0.0589,0.0394,0.001,0.0035,0.0028,0.0368,2.6932,0.0803,0.0262,1.1166,3.0242,0.1361,0.1335,4.1881,0.0002,5.7499,2019-08-01,avg
1.149422,2.8357,3.0403,3.1743,4.2741,0.5904,0.2551,4.6628,5.1405,0.538198,0.000297,0.058895,0.039649,0.001031,0.003495,0.002779,0.036811,2.6586,0.080912,0.026892,1.125777,3.0403,0.137794,0.134682,4.222,0.000182,5.7833,2019-08-01,end
1.150239,2.8498,3.0425,3.1784,4.312,0.6007,0.2553,4.7054,5.1669,0.538625,0.000297,0.059961,0.039894,0.00104,0.003495,0.00279,0.037476,2.7444,0.081026,0.026892,1.126577,3.0425,0.137858,0.134682,4.225,0.000182,5.7922,2019-08-01,high
1.128323,2.8115,3.0098,3.1363,4.1572,0.5876,0.2504,4.5778,5.023,0.529469,0.000292,0.058196,0.037941,0.001015,0.003438,0.002744,0.036373,2.6586,0.079686,0.025817,1.105038,3.0097,0.134365,0.132107,4.1445,0.000179,5.6785,2019-08-01,low
1.128323,2.8386,3.0116,3.1372,4.1572,0.6007,0.2504,4.5778,5.0254,0.529469,0.000294,0.059961,0.037941,0.001015,0.003488,0.002752,0.037476,2.7169,0.081026,0.025817,1.105038,3.0116,0.134365,0.133075,4.1445,0.000179,5.7004,2019-08-01,start
1.150239,2.8291,3.0308,3.1663,4.2574,0.5884,0.2551,4.62,5.0839,0.538625,0.000297,0.058645,0.039744,0.001041,0.003474,0.00278,0.036658,2.6529,0.080819,0.026954,1.126516,3.0308,0.137824,0.134528,4.225,0.000182,5.7812,2019-09-01,start
1.133224,2.822,3.0176,3.1357,4.1992,0.5844,0.2534,4.5776,5.0839,0.531036,0.000295,0.058139,0.038498,0.001011,0.003474,0.002718,0.036355,2.6124,0.07988,0.026573,1.109675,3.0176,0.136068,0.13363,4.1625,0.000179,5.7001,2019-09-01,low
1.150239,2.8714,3.0445,3.1809,4.2688,0.591,0.2576,4.6327,5.2451,0.538625,0.000299,0.05943,0.039754,0.001041,0.003524,0.00278,0.037143,2.686,0.080912,0.026954,1.126516,3.0445,0.137824,0.135446,4.225,0.000182,5.7812,2019-09-01,high
1.139894,2.8294,3.0311,3.1629,4.2229,0.5879,0.2574,4.5776,5.1444,0.534025,0.000295,0.05943,0.038788,0.001029,0.003493,0.002737,0.037143,2.6244,0.080912,0.026695,1.116206,3.0311,0.137009,0.134921,4.187,0.00018,5.7121,2019-09-01,end
1.1395,2.8478,3.0329,3.1598,4.2235,0.588,0.2554,4.6074,5.1703,0.5341,0.0003,0.0586,0.0389,0.001,0.0035,0.0027,0.0367,2.6537,0.0804,0.0267,1.1158,3.0329,0.1369,0.1346,4.1855,0.0002,5.7269,2019-09-01,avg
1.1401,2.8454,3.0541,3.1725,4.2152,0.59,0.2579,4.626,5.2824,0.534,0.0003,0.059,0.0387,0.001,0.0035,0.0027,0.0368,2.6527,0.0814,0.0268,1.1165,3.0542,0.1379,0.1364,4.1879,0.0002,5.7416,2019-10-01,avg
1.1374,2.8935,3.0706,3.1758,4.2336,0.5932,0.2588,4.6656,5.4021,0.533106,0.000298,0.058996,0.038462,0.001042,0.0036,0.002734,0.036873,2.6855,0.082323,0.0269,1.113911,3.0708,0.13842,0.137517,4.1775,0.00018,5.751,2019-10-01,end
1.14282,2.8935,3.0741,3.2034,4.2461,0.5932,0.2594,4.6703,5.4298,0.53513,0.000299,0.059228,0.039249,0.001044,0.0036,0.002744,0.037017,2.6885,0.082323,0.026933,1.119221,3.0743,0.138584,0.137517,4.1978,0.000181,5.7797,2019-10-01,high
1.1374,2.8127,3.0267,3.1382,4.1882,0.5853,0.2565,4.5643,5.1274,0.532831,0.000295,0.058515,0.038375,0.001023,0.003478,0.00273,0.036567,2.6166,0.080635,0.026677,1.113911,3.0267,0.136805,0.134879,4.1775,0.00018,5.7069,2019-10-01,low
1.141301,2.8252,3.029,3.164,4.1956,0.5864,0.2575,4.5643,5.1501,0.534796,0.000295,0.059228,0.03872,0.001028,0.003502,0.00274,0.037017,2.6166,0.080716,0.026924,1.117509,3.0291,0.136971,0.135112,4.192,0.000181,5.715,2019-10-01,start
1.125328,2.8206,3.0425,3.1296,4.1544,0.5907,0.2561,4.565,5.297,0.527999,0.000295,0.057608,0.037849,0.001017,0.003533,0.002724,0.036001,2.6238,0.081503,0.026464,1.102208,3.0428,0.135926,0.135818,4.1335,0.000178,5.6881,2019-11-01,low
1.138669,2.8822,3.0706,3.1723,4.2312,0.595,0.2595,4.6578,5.4065,0.534242,0.000297,0.058805,0.038617,0.001042,0.003581,0.002768,0.036748,2.6889,0.082451,0.026935,1.115304,3.0706,0.138345,0.137048,4.1825,0.00018,5.7548,2019-11-01,high
1.135903,2.8822,3.0706,3.1723,4.2312,0.5924,0.2585,4.6578,5.4065,0.532364,0.000297,0.058805,0.038617,0.001033,0.003577,0.002737,0.036748,2.6847,0.082451,0.026856,1.112444,3.0706,0.138317,0.136976,4.172,0.00018,5.7548,2019-11-01,start
1.1323,2.8403,3.0545,3.1425,4.1898,0.5924,0.2579,4.5978,5.3593,0.5312,0.0003,0.0582,0.0382,0.001,0.0036,0.0027,0.0364,2.6615,0.082,0.0267,1.109,3.0545,0.1375,0.1365,4.159,0.0002,5.7196,2019-11-01,avg
1.135606,2.8248,3.0536,3.1391,4.1779,0.5932,0.2588,4.5932,5.3863,0.532904,0.000296,0.058162,0.038095,0.00103,0.003533,0.002764,0.036351,2.6796,0.082192,0.026858,1.112333,3.0536,0.137984,0.136693,4.1712,0.00018,5.7267,2019-11-01,end
1.1294,2.8539,3.0566,3.148,4.2174,0.5913,0.2579,4.6096,5.4393,0.5315,0.0003,0.0583,0.038,0.001,0.0035,0.0028,0.0364,2.7333,0.0817,0.0268,1.1061,3.0566,0.1373,0.137,4.1485,0.0002,5.7187,2019-12-01,avg
1.114166,2.866,3.0386,3.1355,4.2282,0.5866,0.255,4.5852,5.3722,0.525724,0.000295,0.057431,0.037655,0.001014,0.00354,0.00278,0.035891,2.7534,0.08072,0.026426,1.090955,3.0387,0.136827,0.136444,4.0925,0.000177,5.6592,2019-12-01,end
1.138396,2.8749,3.0652,3.1648,4.2355,0.5946,0.2594,4.6329,5.5823,0.534138,0.000297,0.058782,0.038513,0.001041,0.003569,0.002786,0.036739,2.7612,0.082225,0.027012,1.115067,3.0649,0.138211,0.137445,4.1815,0.00018,5.7531,2019-12-01,high
1.114166,2.8322,3.0386,3.1355,4.1801,0.5866,0.255,4.5852,5.3623,0.525724,0.000295,0.057431,0.037655,0.001009,0.003486,0.002737,0.035891,2.6945,0.08072,0.026426,1.090955,3.0387,0.13648,0.136399,4.0925,0.000177,5.6592,2019-12-01,low
1.137852,2.8322,3.0551,3.145,4.1801,0.5946,0.2593,4.605,5.3968,0.533845,0.000296,0.058287,0.038101,0.001035,0.003545,0.002777,0.036429,2.6945,0.082225,0.026878,1.114533,3.0551,0.138211,0.137062,4.1795,0.00018,5.738,2019-12-01,start
1.1107,2.8027,3.0204,3.121,4.206,0.5895,0.2566,4.5321,5.3343,0.5248,0.0003,0.0572,0.0373,0.001,0.0035,0.0028,0.0358,2.6983,0.0803,0.0264,1.0875,3.0204,0.1341,0.1359,4.0797,0.0002,5.6307,2020-01-01,avg
1.113077,2.7446,3.0019,3.0961,4.2123,0.5894,0.2588,4.5074,5.3535,0.526285,0.000299,0.057226,0.037483,0.001008,0.003441,0.002796,0.035764,2.6489,0.080399,0.026454,1.089744,3.0019,0.131252,0.135215,4.0885,0.000176,5.6254,2020-01-01,end
1.118386,2.8632,3.0423,3.1652,4.2309,0.5924,0.2588,4.587,5.3983,0.528251,0.000299,0.057479,0.038018,0.001017,0.003531,0.00281,0.035924,2.7469,0.080711,0.026523,1.095072,3.0421,0.136297,0.13656,4.108,0.000177,5.6812,2020-01-01,high
1.104638,2.7446,2.9992,3.0885,4.1784,0.5859,0.2548,4.4913,5.2761,0.522345,0.000294,0.056985,0.036824,0.000992,0.003441,0.002746,0.035619,2.6489,0.079784,0.026229,1.081351,2.9992,0.131084,0.135032,4.0575,0.000175,5.6018,2020-01-01,low
1.112533,2.8632,3.0345,3.1466,4.2181,0.5866,0.2548,4.5824,5.3983,0.524616,0.000294,0.057304,0.037593,0.001009,0.003531,0.002776,0.035815,2.7469,0.080602,0.026387,1.089356,3.0345,0.135719,0.136044,4.0865,0.000176,5.6509,2020-01-01,start
1.120428,2.7547,2.9752,3.0976,4.213,0.5865,0.2601,4.485,5.3462,0.529903,0.000299,0.057505,0.037419,0.001004,0.003439,0.002817,0.035937,2.6436,0.08068,0.02662,1.096926,2.9752,0.13178,0.135561,4.1155,0.000177,5.6588,2020-02-01,low
1.154187,2.7989,3.0322,3.1929,4.3601,0.604,0.272,4.6433,5.5084,0.544157,0.000305,0.059082,0.038719,0.00105,0.003507,0.00295,0.036929,2.682,0.083144,0.02749,1.12975,3.0322,0.133519,0.139761,4.2395,0.000182,5.789,2020-02-01,high
1.120428,2.7547,3.0082,3.1079,4.2694,0.5865,0.2606,4.5606,5.4152,0.529935,0.0003,0.057505,0.037915,0.001018,0.003439,0.002817,0.035937,2.6607,0.08068,0.02669,1.096926,3.0082,0.13178,0.135561,4.1155,0.000177,5.6668,2020-02-01,start
1.1335,2.7782,2.9959,3.1349,4.2633,0.5948,0.2656,4.5408,5.3995,0.5355,0.0003,0.0582,0.0378,0.001,0.0035,0.0029,0.0364,2.6628,0.082,0.027,1.1098,2.9959,0.1329,0.138,4.1634,0.0002,5.7007,2020-02-01,avg
1.150511,2.7623,3.0236,3.1445,4.3601,0.6028,0.2703,4.6433,5.4408,0.541958,0.000299,0.058772,0.038719,0.001048,0.003475,0.002937,0.03673,2.6436,0.082879,0.027403,1.126003,3.0236,0.133481,0.139325,4.226,0.000182,5.7882,2020-02-01,end
1.1697,2.6729,3.0329,3.0865,4.4904,0.6124,0.2734,4.7594,5.3174,0.5533,0.0003,0.0577,0.04,0.0011,0.0035,0.0031,0.0361,2.5978,0.0844,0.0271,1.1444,3.0329,0.1339,0.1424,4.2964,0.0002,5.896,2020-03-01,avg
1.171338,2.6568,3.0195,3.0341,4.4822,0.6069,0.2727,4.7439,5.3106,0.554853,0.000263,0.057013,0.039693,0.001059,0.003522,0.003118,0.03562,2.589,0.084732,0.026008,1.145196,3.0195,0.131696,0.142168,4.3025,0.000182,5.8969,2020-03-01,end
1.210133,2.7801,3.0556,3.1539,4.5641,0.6261,0.2822,4.8405,5.5196,0.572909,0.000296,0.058921,0.041143,0.001097,0.003574,0.003189,0.036824,2.6732,0.08668,0.028098,1.182873,3.0556,0.135481,0.146331,4.445,0.000189,6.0138,2020-03-01,high
1.13404,2.4487,2.9873,3.0071,4.3565,0.6003,0.2662,4.6397,5.069,0.53589,0.000263,0.05663,0.038812,0.001024,0.003427,0.002935,0.035394,2.437,0.082273,0.025375,1.11003,2.9873,0.131696,0.139093,4.1655,0.000179,5.7541,2020-03-01,low
1.143841,2.7425,3.0216,3.1473,4.3584,0.603,0.2688,4.6437,5.3933,0.53983,0.000292,0.05829,0.038818,0.00103,0.003507,0.002942,0.036433,2.6182,0.082699,0.027207,1.120101,3.0216,0.134148,0.139733,4.2015,0.000181,5.7698,2020-03-01,start
1.1857,2.7417,3.0586,3.0982,4.4882,0.6156,0.2764,4.7354,5.4047,0.5619,0.0003,0.0572,0.0404,0.0011,0.0036,0.0031,0.0357,2.6151,0.0859,0.0264,1.1583,3.0586,0.1334,0.1448,4.3553,0.0002,5.9385,2020-04-01,avg
1.177768,2.8361,3.0663,3.1192,4.4378,0.6128,0.2747,4.6993,5.3915,0.558154,0.00029,0.057511,0.040603,0.001068,0.003581,0.003068,0.03572,2.6553,0.08585,0.026795,1.15093,3.0663,0.133725,0.145197,4.326,0.000185,5.9004,2020-04-01,end
1.196521,2.8493,3.085,3.1262,4.5317,0.6203,0.2791,4.7978,5.4732,0.567082,0.00029,0.057511,0.040926,0.001097,0.003603,0.003167,0.036228,2.6594,0.08648,0.02729,1.17083,3.085,0.135335,0.146132,4.395,0.000187,5.9909,2020-04-01,high
1.172835,2.6329,3.0373,3.0677,4.4378,0.6107,0.2729,4.6993,5.3346,0.555642,0.000263,0.056682,0.039747,0.001065,0.003532,0.003014,0.035293,2.5708,0.085137,0.025758,1.145213,3.0373,0.131755,0.143022,4.308,0.000183,5.8701,2020-04-01,low
1.178144,2.6497,3.0384,3.0677,4.5003,0.6107,0.2749,4.7687,5.3566,0.558185,0.000263,0.057443,0.040146,0.001065,0.003545,0.003124,0.035745,2.5751,0.085137,0.026049,1.149403,3.0385,0.131755,0.143022,4.3275,0.000183,5.9062,2020-04-01,start
1.181139,2.7771,3.0618,3.0752,4.5029,0.6143,0.2755,4.7476,5.4053,0.559687,0.000287,0.057344,0.040636,0.001058,0.003539,0.003099,0.036099,2.6187,0.085826,0.027031,1.154932,3.0618,0.134174,0.145666,4.3385,0.000185,5.9406,2020-05-01,start
1.172155,2.7718,3.0412,3.0638,4.4304,0.608,0.2734,4.6702,5.273,0.555487,0.000285,0.056927,0.040414,0.00105,0.003512,0.003083,0.03552,2.593,0.085296,0.026901,1.145995,3.0413,0.133066,0.144069,4.3055,0.000184,5.86,2020-05-01,low
1.187537,2.8961,3.0747,3.1656,4.5149,0.6143,0.2765,4.8225,5.4053,0.56261,0.000297,0.057679,0.04065,0.001068,0.003549,0.003122,0.036099,2.6985,0.086274,0.027847,1.161249,3.0747,0.136912,0.145666,4.362,0.000187,5.96,2020-05-01,high
1.182,2.8259,3.0615,3.1066,4.4784,0.611,0.2751,4.7335,5.3357,0.5601,0.0003,0.0574,0.0405,0.0011,0.0035,0.0031,0.0359,2.6392,0.0858,0.0272,1.1557,3.0615,0.1354,0.1451,4.3418,0.0002,5.9198,2020-05-01,avg
1.183861,2.8889,3.0747,3.1568,4.5149,0.6082,0.2745,4.8225,5.361,0.560891,0.000296,0.057445,0.040491,0.00105,0.003512,0.003117,0.035879,2.6982,0.085991,0.027035,1.157594,3.0747,0.136552,0.144994,4.3485,0.000187,5.9381,2020-05-01,end
1.164,2.9449,3.0667,3.1524,4.4917,0.6033,0.2648,4.812,5.3522,0.5516,0.0003,0.0565,0.0398,0.001,0.0035,0.0031,0.0353,2.7506,0.0854,0.0259,1.1394,3.0667,0.1372,0.1441,4.2755,0.0002,5.8974,2020-06-01,avg
1.165213,2.9455,3.0718,3.1325,4.4979,0.6056,0.2652,4.8099,5.2655,0.552233,0.0003,0.05671,0.039729,0.001047,0.003577,0.003106,0.035389,2.7503,0.085959,0.025537,1.141029,3.0718,0.138556,0.145539,4.28,0.000184,5.9054,2020-06-01,end
1.176919,2.9816,3.0819,3.1855,4.5292,0.607,0.2719,4.8406,5.4368,0.557623,0.000306,0.057371,0.040164,0.001056,0.003578,0.00311,0.03573,2.7913,0.085959,0.026603,1.151112,3.0819,0.138583,0.145539,4.323,0.000186,5.9312,2020-06-01,high
1.158134,2.9046,3.0493,3.1316,4.435,0.5994,0.2628,4.7749,5.2655,0.548864,0.000296,0.056071,0.03907,0.001031,0.003499,0.003044,0.035046,2.6954,0.084862,0.025501,1.133644,3.0492,0.135044,0.142456,4.254,0.000183,5.8639,2020-06-01,low
1.176919,2.9046,3.0694,3.1479,4.4994,0.607,0.2719,4.8128,5.3545,0.557623,0.000296,0.057371,0.040164,0.001055,0.003519,0.003101,0.03573,2.6954,0.085731,0.026603,1.151112,3.0694,0.136115,0.144341,4.323,0.000186,5.9312,2020-06-01,start
1.1613,2.9944,3.0671,3.1576,4.5581,0.6083,0.2664,4.879,5.3901,0.5503,0.0003,0.0569,0.0399,0.001,0.0036,0.0031,0.0355,2.8063,0.0863,0.0255,1.1373,3.0722,0.1357,0.1449,4.2657,0.0002,5.923,2020-07-01,avg
1.155003,3.0457,3.0659,3.1796,4.6496,0.6063,0.2657,4.9962,5.5085,0.547416,0.00029,0.056699,0.040387,0.001037,0.003561,0.003131,0.035447,2.8215,0.086458,0.025447,1.131047,3.0852,0.135198,0.14482,4.2425,0.000183,5.9683,2020-07-01,end
1.167118,3.0457,3.0756,3.1806,4.6496,0.6103,0.2676,4.9962,5.5085,0.553143,0.000299,0.057399,0.040445,0.001055,0.003581,0.003171,0.035875,2.8387,0.086596,0.025689,1.142956,3.0852,0.138336,0.145519,4.287,0.000185,5.9721,2020-07-01,high
1.155003,2.9532,3.0576,3.1355,4.5132,0.606,0.2651,4.8068,5.296,0.547416,0.000288,0.056624,0.039697,0.001035,0.003538,0.003073,0.035348,2.7616,0.085936,0.025294,1.131047,3.0625,0.134033,0.144545,4.2425,0.000183,5.8901,2020-07-01,low
1.165621,2.9532,3.0716,3.1536,4.5202,0.606,0.2651,4.8068,5.296,0.55242,0.000299,0.056695,0.039759,0.00105,0.003562,0.00313,0.03544,2.7616,0.085936,0.025546,1.141429,3.0716,0.138336,0.145298,4.2815,0.000185,5.8901,2020-07-01,start
1.152553,3.0206,3.0772,3.1582,4.6273,0.607,0.2651,4.9837,5.5429,0.54624,0.000289,0.056526,0.040005,0.001031,0.003546,0.003108,0.035366,2.8077,0.086231,0.025255,1.128813,3.0769,0.135602,0.144205,4.2335,0.000183,5.9822,2020-08-01,start
1.135265,2.9891,3.041,3.1357,4.5671,0.6019,0.2618,4.9215,5.4665,0.538054,0.000282,0.055702,0.03906,0.001015,0.003512,0.003076,0.034794,2.724,0.085355,0.024748,1.111896,3.0464,0.132378,0.141999,4.17,0.00018,5.8867,2020-08-01,low
1.152553,3.0428,3.0772,3.1862,4.6273,0.607,0.2651,4.9897,5.5429,0.54624,0.000289,0.056552,0.040005,0.001034,0.003546,0.003127,0.035366,2.8077,0.086231,0.025255,1.128813,3.0769,0.135602,0.144205,4.2335,0.000183,5.9822,2020-08-01,high
1.136491,3.0428,3.0601,3.1862,4.6036,0.607,0.263,4.9505,5.5306,0.538642,0.000284,0.056552,0.03906,0.001015,0.003527,0.003127,0.035346,2.7819,0.086157,0.02494,1.113052,3.0601,0.133712,0.142135,4.1745,0.00018,5.8957,2020-08-01,end
1.1409,3.011,3.0549,3.162,4.5998,0.6042,0.2628,4.9537,5.498,0.5407,0.0003,0.0561,0.0395,0.001,0.0035,0.0031,0.035,2.7613,0.0859,0.0249,1.1174,3.0579,0.1343,0.1426,4.1907,0.0002,5.9127,2020-08-01,avg
1.13,3.0021,3.0391,3.1416,4.5375,0.6091,0.263,4.8949,5.387,0.5356,0.0003,0.0565,0.0393,0.001,0.0035,0.0031,0.0353,2.7695,0.0856,0.025,1.1066,3.039,0.1323,0.1422,4.1507,0.0002,5.8636,2020-09-01,avg
1.132135,2.9586,3.0373,3.1014,4.5132,0.6105,0.2639,4.8775,5.3383,0.536577,0.000279,0.056379,0.039378,0.001013,0.003553,0.003189,0.035191,2.7388,0.085902,0.02512,1.108697,3.0373,0.131224,0.143461,4.1585,0.000179,5.8522,2020-09-01,end
1.136218,3.071,3.0563,3.1879,4.6035,0.6119,0.2644,4.9729,5.561,0.538488,0.000284,0.05679,0.03957,0.001017,0.003561,0.003196,0.035591,2.8121,0.086021,0.025174,1.112696,3.0563,0.133877,0.143465,4.1735,0.00018,5.907,2020-09-01,high
1.119067,2.9351,3.0289,3.1014,4.4879,0.6062,0.2612,4.8375,5.2688,0.530384,0.000278,0.055899,0.038983,0.001002,0.003483,0.003118,0.034977,2.7221,0.084942,0.024799,1.095885,3.0289,0.131224,0.141151,4.1105,0.000177,5.8231,2020-09-01,low
1.12914,3.071,3.0563,3.1879,4.6035,0.608,0.2613,4.9729,5.561,0.535158,0.000284,0.056616,0.039244,0.001007,0.003505,0.00313,0.035212,2.8033,0.08556,0.025062,1.105867,3.0563,0.133877,0.141331,4.1475,0.000179,5.8849,2020-09-01,start
1.12669,2.922,3.0423,3.1201,4.5109,0.6108,0.2631,4.8549,5.3514,0.533997,0.000279,0.055987,0.039185,0.001005,0.003564,0.003178,0.035059,2.7296,0.085255,0.025026,1.103276,3.0423,0.131307,0.14353,4.1385,0.000179,5.8386,2020-10-01,low
