date,division,inflation_mom,inflation_yoy
2023-02-01,05,0.2,3.4
2023-02-01,06,0.5,1.8
2023-02-01,03,0.0,0.4
2023-03-01,overall,0.2,3.8
2023-03-01,12,0.0,0.4
2023-03-01,04,0.0,1.9
2023-03-01,07,2.8,5.7
2023-03-01,03,0.0,0.5
2023-03-01,11,0.3,7.2
2023-03-01,05,0.2,3.1
2023-03-01,02,,
2023-03-01,01,0.3,7.5
2023-03-01,09,0.0,1.8
2023-03-01,10,0.2,1.7
2023-03-01,08,0.0,-1.4
2023-03-01,06,0.1,2.2
2023-03-01,13,0.2,2.1
2023-04-01,02,,
2023-04-01,09,0.3,1.8
2023-04-01,12,0.0,0.4
2023-04-01,11,-0.1,6.6
2023-04-01,06,0.0,2.1
2023-04-01,05,0.0,3.0
2023-04-01,07,0.8,5.9
2023-04-01,overall,0.0,3.6
2023-04-01,03,0.0,0.5
2023-04-01,08,0.0,-1.4
2023-04-01,04,0.0,1.9
2023-04-01,10,0.2,1.6
2023-04-01,01,0.1,7.2
2023-04-01,13,0.4,2.5
2023-05-01,overall,0.3,3.5
2023-05-01,01,0.5,7.1
2023-05-01,10,0.2,1.9
2023-05-01,09,0.3,1.8
2023-05-01,02,,
2023-05-01,13,0.4,2.9
2023-05-01,03,0.0,0.4
2023-05-01,08,-2.3,-3.7
2023-05-01,05,0.2,2.7
2023-05-01,06,0.1,1.9
2023-05-01,07,0.2,5.3
2023-05-01,12,0.0,0.4
2023-05-01,04,0.6,2.1
2023-05-01,11,0.5,6.6
2023-06-01,06,0.2,2.0
2023-06-01,08,0.1,-3.6
2023-06-01,05,0.0,2.3
2023-06-01,overall,0.2,3.1
2023-06-01,02,,
2023-06-01,07,-0.4,4.9
2023-06-01,04,0.0,2.0
2023-06-01,09,0.3,1.6
2023-06-01,10,0.1,1.9
2023-06-01,01,0.1,6.0
2023-06-01,13,0.2,2.7
2023-06-01,12,0.0,0.1
2023-06-01,03,-0.1,0.1
2023-06-01,11,0.2,5.4
2023-07-01,11,0.3,5.1
2023-07-01,08,-0.1,-3.7
2023-07-01,10,0.2,2.0
2023-07-01,overall,0.0,2.8
2023-07-01,05,0.2,1.9
2023-07-01,13,-0.2,2.6
2023-07-01,03,0.1,0.1
2023-07-01,02,,
2023-07-01,06,0.2,2.0
2023-07-01,09,-0.3,1.1
2023-07-01,04,0.0,2.0
2023-07-01,12,-0.1,0.0
2023-07-01,07,0.2,4.1
2023-07-01,01,0.6,5.4
2023-08-01,06,0.5,2.4
2023-08-01,02,,
2023-08-01,09,0.2,1.0
2023-08-01,01,0.3,5.1
2023-08-01,05,0.2,1.7
2023-08-01,08,0.0,-3.7
2023-08-01,overall,0.2,2.5
2023-08-01,07,0.0,3.6
2023-08-01,11,0.3,4.7
2023-08-01,04,0.2,1.7
2023-08-01,12,0.0,0.0
2023-08-01,03,-0.1,0.0
2023-08-01,10,0.2,2.1
2023-08-01,13,0.1,2.4
2023-09-01,05,0.0,1.5
2023-09-01,07,0.2,2.9
2023-09-01,02,,
2023-09-01,10,0.0,2.0
2023-09-01,01,0.3,5.1
2023-09-01,08,0.0,-3.7
2023-09-01,06,-0.1,2.2
2023-09-01,04,0.1,1.8
2023-09-01,13,0.2,2.5
2023-09-01,12,0.0,0.0
2023-09-01,11,0.1,4.4
2023-09-01,overall,0.3,2.5
2023-09-01,03,0.1,0.1
2023-09-01,09,-0.2,0.5
2023-10-01,05,0.1,1.4
2023-10-01,07,0.2,2.7
2023-10-01,12,0.0,0.0
2023-10-01,11,0.5,4.6
2023-10-01,overall,0.0,2.4
2023-10-01,08,0.0,-3.7
2023-10-01,03,-0.1,0.0
2023-10-01,09,0.1,0.7
2023-10-01,04,0.0,1.8
2023-10-01,13,0.0,2.3
2023-10-01,02,,
2023-10-01,01,0.3,4.8
2023-10-01,10,0.2,2.1
2023-10-01,06,0.2,2.4
2023-11-01,01,-0.3,3.7
2023-11-01,13,0.4,2.3
2023-11-01,11,0.1,4.3
2023-11-01,05,0.1,1.4
2023-11-01,06,0.2,2.3
2023-11-01,12,0.0,0.0
2023-11-01,07,-0.6,2.3
2023-11-01,08,0.0,-3.7
2023-11-01,overall,0.0,2.0
2023-11-01,10,0.0,2.0
2023-11-01,02,,
2023-11-01,04,0.3,1.8
2023-11-01,03,0.0,0.0
2023-11-01,09,0.1,0.6
2023-12-01,01,0.0,3.2
2023-12-01,03,0.0,0.0
2023-12-01,11,0.1,3.7
2023-12-01,07,0.6,2.3
2023-12-01,10,0.0,2.0
2023-12-01,06,0.2,2.5
2023-12-01,05,0.0,1.4
2023-12-01,12,0.0,0.0
2023-12-01,overall,0.0,1.9
2023-12-01,13,0.2,2.7
2023-12-01,08,-0.1,-3.7
2023-12-01,04,0.0,1.8
2023-12-01,09,0.4,1.9
2023-12-01,02,,
2024-01-01,04,0.0,1.8
2024-01-01,03,-0.1,-0.2
2024-01-01,06,0.2,2.4
2024-01-01,13,0.1,2.5
2024-01-01,01,0.3,2.9
2024-01-01,09,0.0,0.8
2024-01-01,10,0.2,1.7
2024-01-01,08,0.0,-2.4
2024-01-01,07,-2.1,2.1
2024-01-01,overall,0.3,1.8
2024-01-01,12,0.0,0.0
2024-01-01,05,0.0,1.0
2024-01-01,02,,
2024-01-01,11,-0.1,3.2
2024-02-01,03,0.0,-0.2
2024-02-01,07,0.3,2.2
2024-02-01,06,0.4,2.3
2024-02-01,13,0.3,2.5
2024-02-01,overall,0.2,1.8
2024-02-01,10,0.2,1.5
2024-02-01,12,0.0,-0.1
2024-02-01,05,0.1,0.9
2024-02-01,09,0.3,1.6
2024-02-01,02,,
2024-02-01,11,0.6,2.9
2024-02-01,01,0.5,3.1
2024-02-01,08,0.0,-2.4
2024-02-01,04,0.3,1.5
2024-03-01,06,-0.1,2.1
2024-03-01,04,0.0,1.5
2024-03-01,13,0.4,2.6
2024-03-01,overall,0.2,1.7
2024-03-01,09,-0.2,1.5
2024-03-01,05,0.2,0.9
2024-03-01,10,0.2,1.5
2024-03-01,03,0.0,-0.2
2024-03-01,11,0.4,3.0
2024-03-01,01,0.2,3.0
2024-03-01,12,0.0,-0.1
2024-03-01,07,3.0,2.4
2024-03-01,08,0.0,-2.4
2024-03-01,02,,
2024-04-01,13,0.9,3.1
2024-04-01,03,-0.1,-0.3
2024-04-01,02,,
2024-04-01,05,0.1,1.0
2024-04-01,09,0.8,2.0
2024-04-01,04,0.0,1.5
2024-04-01,12,0.0,-0.1
2024-04-01,11,0.3,3.5
2024-04-01,overall,0.2,1.9
2024-04-01,08,-0.1,-2.5
2024-04-01,10,0.2,1.4
2024-04-01,01,0.4,3.2
2024-04-01,06,0.2,2.4
2024-04-01,07,0.5,2.0
2024-05-01,13,0.3,3.0
2024-05-01,03,0.1,-0.2
2024-05-01,08,0.6,0.4
2024-05-01,06,0.1,2.4
2024-05-01,09,0.3,1.9
2024-05-01,04,0.8,1.7
2024-05-01,11,0.3,3.3
2024-05-01,overall,0.4,1.9
2024-05-01,01,0.2,2.9
2024-05-01,07,0.3,2.1
2024-05-01,12,0.0,-0.1
2024-05-01,10,0.3,1.5
2024-05-01,02,,
2024-05-01,05,0.0,0.8
2024-06-01,10,0.2,1.7
2024-06-01,04,0.0,1.7
2024-06-01,01,0.0,2.8
2024-06-01,overall,0.1,1.9
2024-06-01,06,-0.2,2.0
2024-06-01,12,0.0,-0.1
2024-06-01,11,0.3,3.3
2024-06-01,08,0.0,0.3
2024-06-01,07,-0.5,2.1
2024-06-01,13,-0.1,2.7
2024-06-01,03,0.0,-0.1
2024-06-01,05,0.1,0.9
2024-06-01,02,,
2024-06-01,09,0.3,1.9
2024-07-01,07,0.2,2.1
2024-07-01,06,0.4,2.1
2024-07-01,03,0.0,-0.2
2024-07-01,12,0.5,0.5
2024-07-01,04,0.0,1.7
2024-07-01,01,0.5,2.7
2024-07-01,09,0.1,2.2
2024-07-01,11,0.4,3.4
2024-07-01,02,,
2024-07-01,10,0.2,1.7
2024-07-01,05,0.2,0.9
2024-07-01,overall,0.1,1.9
2024-07-01,13,0.3,3.2
2024-07-01,08,0.1,0.5
2024-08-01,07,0.1,2.2
2024-08-01,05,0.0,0.7
2024-08-01,03,-0.1,-0.2
2024-08-01,13,0.1,3.2
2024-08-01,08,0.0,0.5
2024-08-01,06,0.1,1.7
2024-08-01,overall,0.2,1.9
2024-08-01,01,0.3,2.7
2024-08-01,12,0.0,0.5
2024-08-01,10,0.0,1.5
2024-08-01,02,,
2024-08-01,04,0.2,1.7
2024-08-01,11,0.1,3.2
2024-08-01,09,0.0,2.0
2024-09-01,11,0.1,3.2
2024-09-01,07,0.2,2.3
2024-09-01,05,-0.1,0.6
2024-09-01,03,0.0,-0.3
2024-09-01,12,0.0,0.5
2024-09-01,06,-0.1,1.7
2024-09-01,02,,
2024-09-01,01,0.0,2.3
2024-09-01,04,0.0,1.6
2024-09-01,13,0.1,3.1
2024-09-01,09,0.0,2.2
2024-09-01,10,0.0,1.5
2024-09-01,overall,0.2,1.8
2024-09-01,08,-0.1,0.4
2024-10-01,03,0.0,-0.2
2024-10-01,01,1.2,3.2
2024-10-01,overall,0.0,1.8
2024-10-01,02,,
2024-10-01,05,-0.1,0.5
2024-10-01,12,0.0,0.5
2024-10-01,11,0.1,2.8
2024-10-01,06,0.1,1.6
2024-10-01,13,0.2,3.4
2024-10-01,07,0.0,2.0
2024-10-01,08,-2.1,-1.7
2024-10-01,09,-0.1,2.0
2024-10-01,10,0.2,1.5
2024-10-01,04,0.0,1.6
2024-11-01,12,0.0,0.5
2024-11-01,11,0.1,2.8
2024-11-01,13,0.5,3.4
2024-11-01,08,-2.3,-3.9
2024-11-01,10,0.0,1.5
2024-11-01,02,,
2024-11-01,06,0.2,1.5
2024-11-01,07,-0.9,1.7
2024-11-01,01,0.1,3.7
2024-11-01,09,0.1,2.0
2024-11-01,05,0.1,0.5
2024-11-01,03,-0.1,-0.3
2024-11-01,04,0.4,1.7
2024-11-01,overall,0.0,1.8
2024-12-01,overall,-0.2,1.6
2024-12-01,11,0.3,2.9
2024-12-01,10,0.0,1.5
2024-12-01,02,,
2024-12-01,06,0.0,1.3
2024-12-01,05,-0.1,0.4
2024-12-01,03,-0.2,-0.5
2024-12-01,12,0.0,0.5
2024-12-01,08,-1.7,-5.4
2024-12-01,07,0.8,2.0
2024-12-01,13,0.0,3.2
2024-12-01,04,0.0,1.7
2024-12-01,01,0.2,3.9
2024-12-01,09,0.1,1.7
2025-01-01,04,0.1,1.8
2025-01-01,09,0.1,1.8
2025-01-01,02,,
2025-01-01,08,0.1,-5.3
2025-01-01,07,-1.8,2.3
2025-01-01,03,0.1,-0.3
2025-01-01,10,0.2,1.6
2025-01-01,11,0.5,3.5
2025-01-01,06,0.4,1.5
2025-01-01,01,0.4,4.0
2025-01-01,05,0.1,0.5
2025-01-01,13,0.2,3.3
2025-01-01,12,0.1,0.6
2025-01-01,overall,0.5,1.8
2025-02-01,overall,0.4,1.9
2025-02-01,08,0.0,-5.3
2025-02-01,03,0.1,-0.2
2025-02-01,11,0.6,3.5
2025-02-01,12,0.8,1.5
2025-02-01,13,0.7,3.7
2025-02-01,06,0.2,1.2
2025-02-01,05,-0.1,0.3
2025-02-01,09,0.1,1.5
2025-02-01,01,0.2,3.8
2025-02-01,04,0.8,2.3
2025-02-01,02,,
2025-02-01,10,0.5,1.9
2025-02-01,07,0.6,2.6
2025-03-01,07,2.7,2.3
2025-03-01,06,0.0,1.3
2025-03-01,05,0.1,0.2
2025-03-01,03,0.0,-0.2
2025-03-01,04,0.0,2.3
2025-03-01,12,0.0,1.5
2025-03-01,08,-0.1,-5.4
2025-03-01,11,-0.1,2.9
2025-03-01,overall,0.2,1.9
2025-03-01,01,0.1,3.7
2025-03-01,10,0.5,2.2
2025-03-01,13,0.3,3.6
2025-03-01,02,,
2025-03-01,09,0.0,1.7
2025-04-01,11,0.3,2.9
2025-04-01,12,0.0,1.5
2025-04-01,overall,0.2,2.0
2025-04-01,10,0.2,2.3
2025-04-01,01,0.3,3.6
2025-04-01,06,0.1,1.1
2025-04-01,04,0.1,2.4
2025-04-01,05,-0.1,0.1
2025-04-01,07,0.4,2.2
2025-04-01,09,0.4,1.3
2025-04-01,08,0.9,-4.5
2025-04-01,13,1.3,4.1
2025-04-01,02,,
2025-04-01,03,0.0,-0.1
2025-05-01,05,0.1,0.2
2025-05-01,11,0.4,3.0
2025-05-01,08,-0.1,-5.2
2025-05-01,overall,0.2,1.8
2025-05-01,09,-0.1,0.9
2025-05-01,01,0.2,3.6
2025-05-01,07,0.2,2.1
2025-05-01,12,0.0,1.5
2025-05-01,02,,
2025-05-01,06,0.2,1.2
2025-05-01,13,0.0,3.7
2025-05-01,04,0.4,2.1
2025-05-01,10,0.2,2.2
2025-05-01,03,0.0,-0.2
2025-06-01,01,0.2,3.8
2025-06-01,03,-0.1,-0.3
2025-06-01,overall,0.1,1.8
2025-06-01,04,0.0,2.1
2025-06-01,12,0.0,1.5
2025-06-01,02,,
2025-06-01,06,0.0,1.4
2025-06-01,09,0.1,0.8
2025-06-01,05,0.0,0.1
2025-06-01,08,-0.2,-5.4
2025-06-01,11,0.1,2.8
2025-06-01,07,-0.3,2.3
2025-06-01,13,0.4,4.2
2025-06-01,10,0.2,2.2
2025-07-01,02,,
2025-07-01,09,0.1,0.8
2025-07-01,08,-0.9,-6.4
2025-07-01,overall,0.1,1.8
2025-07-01,03,0.1,-0.2
2025-07-01,07,0.2,2.2
2025-07-01,04,0.0,2.1
2025-07-01,10,0.2,2.2
2025-07-01,05,0.2,0.1
2025-07-01,13,0.0,3.9
2025-07-01,12,4.6,5.5
2025-07-01,11,0.8,3.1
2025-07-01,01,0.3,3.5
2025-07-01,06,0.2,1.1
2025-08-01,07,0.0,2.1
2025-08-01,05,0.1,0.2
2025-08-01,02,,
2025-08-01,09,0.2,0.9
2025-08-01,12,0.1,5.6
2025-08-01,08,0.8,-5.6
2025-08-01,04,0.3,2.2
2025-08-01,11,0.4,3.5
2025-08-01,01,0.2,3.4
2025-08-01,03,0.0,-0.1
2025-08-01,06,0.1,1.1
2025-08-01,overall,0.4,2.0
2025-08-01,10,0.2,2.4
2025-08-01,13,0.2,4.0
2025-09-01,01,0.1,3.6
2025-09-01,06,0.1,1.3
2025-09-01,02,,
2025-09-01,11,-0.1,3.3
2025-09-01,13,0.8,4.8
2025-09-01,08,1.1,-4.5
2025-09-01,12,0.0,5.6
2025-09-01,overall,0.3,2.1
2025-09-01,07,0.2,2.1
2025-09-01,05,0.0,0.2
2025-09-01,10,0.0,2.4
2025-09-01,03,-0.1,-0.2
2025-09-01,09,0.0,0.9
2025-09-01,04,0.0,2.2
2025-10-01,13,1.4,6.0
2025-10-01,10,0.2,2.4
2025-10-01,09,0.2,1.2
2025-10-01,01,0.2,2.5
2025-10-01,07,-0.1,2.0
2025-10-01,11,0.2,3.4
2025-10-01,12,0.0,5.6
2025-10-01,05,0.0,0.3
2025-10-01,04,0.0,2.2
2025-10-01,06,0.2,1.5
2025-10-01,03,-0.1,-0.3
2025-10-01,overall,0.1,2.2
2025-10-01,08,0.0,-2.4
2025-10-01,02,,
2025-11-01,01,0.0,2.4
2025-11-01,13,0.1,5.6
2025-11-01,12,0.0,5.6
2025-11-01,05,0.0,0.2
2025-11-01,04,0.3,2.1
2025-11-01,overall,0.0,2.2
2025-11-01,02,,
2025-11-01,09,0.1,1.2
2025-11-01,06,0.1,1.4
2025-11-01,08,-1.2,-1.3
2025-11-01,11,0.1,3.4
2025-11-01,03,0.1,-0.1
2025-11-01,07,-0.5,2.3
2025-11-01,10,0.2,2.6
2025-12-01,11,0.0,3.1
2025-12-01,02,,
2025-12-01,09,-0.2,0.8
2025-12-01,01,0.0,2.2
2025-12-01,08,0.6,0.9
2025-12-01,07,0.4,1.9
2025-12-01,03,0.0,0.1
2025-12-01,13,0.1,5.7
2025-12-01,06,0.1,1.4
2025-12-01,04,0.0,2.1
2025-12-01,05,0.0,0.3
2025-12-01,12,0.0,5.6
2025-12-01,overall,-0.1,2.3
2025-12-01,10,0.2,2.8
2026-01-01,06,0.2,1.2
2026-01-01,11,0.3,3.0
2026-01-01,10,0.7,3.2
2026-01-01,09,0.2,0.9
2026-01-01,08,-0.1,0.7
2026-01-01,07,-2.1,1.5
2026-01-01,05,-0.1,0.2
2026-01-01,04,0.1,2.0
2026-01-01,03,0.0,0.0
2026-01-01,02,,
2026-01-01,01,0.2,2.0
2026-01-01,overall,0.4,2.3
2026-01-01,12,0.0,5.5
2026-01-01,13,1.0,6.6
